StudentID,Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,CGPA_Tier,Archetype
987,Male,Delhi,Tier2,Civil,DataScience,Yes,No,8.48,7.64,7.63,7.46,7.06,7.39,7.58,7.54,7.76,70.8,0,3,3,1,1,48.8,3.4,59.4,80.2,1,Mid,Average
988,Male,Delhi,Tier1,IT,DataScience,Yes,No,8.71,8.25,8.63,8.19,8.41,8.51,8.66,8.02,8.51,86.7,2,3,1,4,0,76.6,4.2,89.9,76.4,0,High,High-Achiever
989,Male,Delhi,Tier2,Mechanical,AI,No,No,6.48,7.01,6.07,7.17,7.17,7.82,6.19,6.23,6.82,68.9,1,3,1,2,0,67.9,3.4,74.3,64.8,1,Mid,Average
990,Male,Bangalore,Tier3,Mechanical,Networking,No,Yes,5.57,4.84,4.49,5.13,4.92,5.2,4.94,5.12,5.41,58.4,0,1,2,1,0,49.2,2.4,33.3,29.9,0,Low,Below-Average
991,Female,Chennai,Tier2,EE,AI,No,No,7.09,7.64,7.38,6.76,7.24,7.69,6.43,6.87,7.14,90.1,0,2,1,1,1,74.6,2.0,75.8,70.0,0,Mid,Average
992,Male,Pune,Tier3,Civil,DataScience,No,Yes,6.28,7.06,6.66,6.52,7.01,5.29,6.62,6.84,6.62,73.9,0,1,1,1,0,65.6,3.5,19.7,44.4,1,Mid,Below-Average
993,Male,Kolkata,Tier3,Civil,Embedded,Yes,Yes,5.81,6.12,5.19,6.44,6.03,5.61,5.63,5.68,5.8,63.5,0,1,1,1,0,54.8,3.0,38.3,43.4,0,Low,Below-Average
994,Male,Hyderabad,Tier1,ECE,DataScience,Yes,No,8.82,8.97,9.27,8.74,8.35,9.16,7.68,9.19,8.86,87.9,2,3,3,3,0,88.3,3.6,79.1,64.4,1,High,High-Achiever
995,Female,Hyderabad,Tier2,CS,Networking,No,No,7.0,7.06,7.95,6.56,6.79,7.44,7.13,6.85,6.94,77.6,1,2,3,1,1,67.7,3.5,94.2,55.9,0,Mid,Specialist
996,Male,Delhi,Tier2,CS,AI,Yes,Yes,6.36,7.06,6.07,6.07,6.04,6.11,6.47,6.46,6.3,84.0,2,2,2,2,0,78.7,3.3,71.7,68.8,0,Low,Average
997,Female,Ahmedabad,Tier2,EE,DataScience,Yes,No,7.24,7.45,7.02,7.18,7.11,7.45,7.18,7.4,7.45,68.4,0,3,0,0,0,79.8,3.3,68.6,60.1,1,Mid,Average
998,Male,Ahmedabad,Tier1,ECE,Embedded,Yes,Yes,7.64,9.06,8.57,7.78,8.86,8.48,7.76,8.98,8.35,87.6,2,4,2,2,1,85.7,3.9,72.5,86.2,0,High,High-Achiever
999,Male,Chennai,Tier2,IT,DataScience,Yes,Yes,4.14,4.3,4.0,4.0,4.0,4.99,4.41,4.0,4.0,53.6,1,1,3,1,1,67.1,3.6,91.9,68.6,0,Low,Specialist
1000,Female,Delhi,Tier1,CS,DataScience,No,No,6.75,8.07,6.92,7.61,7.52,7.59,7.56,6.57,7.44,93.6,3,4,1,4,1,78.8,3.9,85.6,73.5,1,Mid,High-Achiever
1001,Female,Chennai,Tier1,IT,DataScience,Yes,No,8.01,7.75,7.78,8.06,7.63,8.25,8.2,8.27,7.99,98.3,2,3,3,3,1,79.8,3.8,70.3,89.2,1,Mid,High-Achiever
1002,Male,Hyderabad,Tier2,EE,DataScience,No,No,7.26,6.7,6.87,6.81,8.21,7.1,7.41,7.25,7.32,75.6,2,3,0,2,1,62.3,4.1,41.4,62.4,1,Mid,Average
1003,Male,Bangalore,Tier1,Mechanical,AI,No,Yes,8.36,8.38,8.31,8.79,7.93,8.68,8.63,8.66,8.56,77.4,1,4,1,4,3,83.7,4.1,89.3,78.3,1,High,High-Achiever
1004,Male,Jaipur,Tier1,Civil,DataScience,Yes,No,8.4,8.35,8.19,8.38,8.4,8.32,8.95,9.19,8.59,91.0,2,4,3,3,2,75.7,4.1,80.7,78.7,0,High,High-Achiever
1005,Male,Hyderabad,Tier2,EE,DataScience,Yes,Yes,8.23,7.41,8.31,7.49,7.86,8.01,8.04,7.98,8.17,67.8,1,4,2,2,0,63.5,3.8,48.4,62.6,1,High,Average
1006,Male,Kochi,Tier2,CS,DataScience,Yes,No,6.22,6.2,6.85,6.93,5.72,6.36,6.58,5.75,6.24,69.7,0,1,1,2,0,46.2,3.2,58.1,41.0,1,Low,Average
1007,Female,Kochi,Tier2,Mechanical,DataScience,No,Yes,6.44,6.03,6.26,5.36,6.18,5.88,6.17,5.72,5.98,75.6,1,3,1,2,0,77.2,2.9,87.9,52.8,1,Low,Specialist
1008,Male,Ahmedabad,Tier2,ECE,DataScience,Yes,No,7.09,7.41,7.22,7.27,6.78,7.4,6.79,7.41,7.18,77.0,3,3,0,3,1,63.2,3.7,59.3,51.1,0,Mid,Average
1009,Female,Mumbai,Tier3,CS,AI,No,No,4.82,5.21,4.68,4.76,4.84,5.11,4.83,4.89,4.98,55.1,0,1,1,2,0,52.1,1.9,26.5,60.3,1,Low,Below-Average
1010,Male,Kochi,Tier2,Mechanical,Embedded,No,No,6.96,6.64,6.72,7.06,7.38,6.74,7.02,7.4,7.02,69.8,1,1,1,1,0,76.7,3.6,77.0,74.7,1,Mid,Average
1011,Female,Hyderabad,Tier3,Civil,DataScience,No,Yes,4.37,4.0,4.0,4.0,4.07,4.47,4.83,4.53,4.38,61.3,0,1,0,1,1,50.7,2.3,52.0,52.5,1,Low,Below-Average
1012,Female,Delhi,Tier2,Civil,Embedded,No,No,8.5,7.78,8.17,7.45,7.3,7.34,7.62,7.53,7.85,71.7,0,2,2,2,0,76.6,3.9,57.0,60.1,1,Mid,Average
1013,Male,Ahmedabad,Tier2,Mechanical,Networking,Yes,No,6.97,6.73,6.07,6.95,6.45,5.89,6.38,6.41,6.59,66.1,1,1,2,2,0,55.1,3.8,57.3,53.9,0,Mid,Average
1014,Male,Ahmedabad,Tier2,IT,DataScience,Yes,Yes,7.18,7.84,7.63,8.03,7.77,7.46,7.68,7.11,7.63,67.0,1,3,1,2,2,84.0,3.5,87.9,47.1,1,Mid,Specialist
1015,Male,Delhi,Tier2,ECE,DataScience,Yes,No,7.02,7.0,6.92,7.02,6.93,7.08,6.9,7.21,6.98,77.7,1,1,2,2,1,73.7,2.7,49.8,77.5,1,Mid,Average
1016,Female,Mumbai,Tier1,EE,DataScience,No,No,9.31,9.26,9.19,8.76,9.19,8.65,9.49,8.51,9.01,87.1,2,5,3,0,2,81.3,4.2,84.3,73.2,1,High,High-Achiever
1017,Female,Chennai,Tier3,ECE,Embedded,No,Yes,5.8,5.17,5.68,4.83,6.11,5.53,5.77,5.74,5.46,45.9,0,1,0,2,0,60.8,2.1,28.7,20.4,1,Low,Below-Average
1018,Female,Chennai,Tier3,CS,DataScience,No,Yes,6.17,6.13,5.43,5.93,5.29,5.35,5.95,5.2,5.48,69.9,0,2,1,0,0,37.5,2.8,41.3,54.3,0,Low,Below-Average
1019,Male,Kochi,Tier1,EE,Networking,No,No,8.47,8.56,7.65,8.72,8.91,7.77,8.61,7.42,8.21,74.3,3,4,3,3,2,78.3,3.3,73.8,88.5,0,High,High-Achiever
1020,Female,Mumbai,Tier2,ECE,DataScience,No,No,7.25,7.01,7.35,6.25,6.78,6.89,7.67,6.36,7.07,71.4,0,2,2,2,0,76.6,2.7,49.9,75.3,0,Mid,Average
1021,Male,Jaipur,Tier3,ECE,AI,No,Yes,5.58,5.95,5.3,5.26,6.24,6.05,5.48,5.59,5.72,53.8,0,0,1,0,0,31.2,3.5,58.5,54.4,1,Low,Below-Average
1022,Female,Ahmedabad,Tier3,ECE,Embedded,Yes,Yes,4.48,5.2,4.93,4.94,5.29,5.09,4.73,4.96,4.95,61.5,1,1,0,1,1,53.0,3.0,42.6,56.0,1,Low,Below-Average
1023,Female,Hyderabad,Tier2,Mechanical,Embedded,Yes,No,6.63,5.64,6.5,5.95,5.79,5.71,5.93,5.86,5.9,75.1,0,2,2,2,0,65.3,3.0,86.7,55.6,1,Low,Specialist
1024,Female,Hyderabad,Tier2,IT,Networking,Yes,No,6.95,6.52,6.29,6.49,6.82,6.7,6.54,6.08,6.63,84.0,1,3,2,1,1,80.8,3.0,41.9,45.4,0,Mid,Average
1025,Female,Mumbai,Tier3,EE,AI,No,Yes,6.49,7.43,7.39,7.07,6.85,6.74,6.85,7.23,7.11,52.9,0,0,0,1,0,33.8,2.1,36.0,44.3,0,Mid,Below-Average
1026,Male,Kochi,Tier2,CS,AI,Yes,No,7.15,6.97,7.2,6.81,6.79,6.17,6.6,7.0,6.95,79.7,2,4,1,2,1,77.9,3.6,64.2,67.0,1,Mid,Average
1027,Female,Hyderabad,Tier2,Civil,AI,No,Yes,7.21,7.0,6.91,7.1,7.61,7.02,6.78,7.33,7.24,71.8,1,4,2,3,1,54.4,3.0,86.6,53.4,0,Mid,Specialist
1028,Male,Jaipur,Tier2,ECE,DataScience,No,No,6.62,7.69,6.63,6.41,7.02,7.08,7.41,6.95,6.88,61.3,1,2,2,1,0,61.4,4.3,40.6,60.6,0,Mid,Average
1029,Female,Chennai,Tier3,Civil,Networking,Yes,No,5.85,5.52,5.5,5.7,5.33,5.98,5.2,5.59,5.68,79.0,1,2,0,0,0,37.0,2.7,44.1,34.4,0,Low,Below-Average
1030,Female,Pune,Tier2,CS,DataScience,No,Yes,6.44,5.67,6.43,6.24,6.18,5.56,6.93,6.04,6.21,63.5,1,1,3,2,1,56.3,3.5,63.3,54.0,0,Low,Average
1031,Male,Chennai,Tier2,Mechanical,Embedded,No,No,6.41,6.96,6.34,6.67,6.83,6.9,6.97,7.36,6.73,78.4,1,2,2,1,0,68.2,2.8,71.6,76.7,1,Mid,Average
1032,Female,Chennai,Tier3,Civil,DataScience,No,Yes,5.57,5.42,5.02,5.16,5.97,5.05,5.49,6.14,5.65,63.9,1,0,1,0,0,38.0,2.6,35.4,62.7,1,Low,Below-Average
1033,Male,Bangalore,Tier2,CS,Networking,No,No,8.44,8.08,8.36,8.15,7.59,8.36,7.97,8.11,7.95,77.2,3,4,1,1,0,70.9,3.6,39.8,62.0,1,Mid,Average
1034,Female,Hyderabad,Tier2,Civil,Networking,No,Yes,5.94,7.23,5.46,6.42,6.01,5.89,6.52,6.3,6.18,65.5,1,1,2,2,2,53.4,2.9,77.0,58.4,0,Low,Specialist
1035,Male,Kolkata,Tier2,Civil,Networking,No,Yes,7.71,7.13,7.63,7.53,6.91,7.67,7.87,7.8,7.83,81.6,1,1,1,2,1,55.3,3.3,50.1,54.2,1,Mid,Average
1036,Male,Kolkata,Tier2,Civil,Networking,Yes,No,6.91,7.19,7.18,7.21,7.96,7.54,7.59,7.42,7.38,62.5,2,1,1,2,1,60.8,3.7,66.6,67.1,1,Mid,Average
1037,Female,Kochi,Tier2,Mechanical,AI,Yes,No,8.02,8.21,7.85,8.34,7.73,7.67,8.55,7.72,7.98,74.5,1,3,0,1,0,67.7,4.3,35.5,76.1,0,Mid,Average
1038,Male,Hyderabad,Tier2,CS,DataScience,No,Yes,6.72,7.22,7.23,7.17,6.87,6.98,6.97,6.64,6.96,70.5,2,3,0,2,0,62.8,3.6,56.0,49.8,0,Mid,Average
1039,Female,Hyderabad,Tier2,CS,Networking,No,No,8.89,8.43,8.63,9.08,8.19,8.53,8.39,9.4,8.43,69.6,2,2,3,3,1,65.3,4.1,72.8,65.7,1,High,Average
1040,Female,Pune,Tier1,ECE,DataScience,No,No,8.6,8.86,8.24,9.12,8.38,7.38,8.25,7.81,8.26,90.1,2,4,3,1,1,84.2,4.4,82.1,81.8,0,High,High-Achiever
1041,Female,Hyderabad,Tier1,Mechanical,DataScience,Yes,No,8.25,8.27,8.45,7.79,8.63,7.78,7.51,8.52,8.12,93.4,2,3,3,2,2,86.5,4.6,88.3,81.7,0,High,High-Achiever
1042,Female,Ahmedabad,Tier3,ECE,Embedded,No,Yes,5.09,4.85,4.25,4.28,4.45,4.58,4.89,4.34,4.65,56.6,0,1,1,1,0,45.2,2.4,25.6,60.4,0,Low,Below-Average
1043,Female,Delhi,Tier3,CS,DataScience,No,Yes,6.58,7.81,7.77,6.39,6.57,7.54,7.11,7.19,7.13,67.8,0,2,0,2,1,38.6,2.7,26.0,64.4,1,Mid,Below-Average
1044,Male,Mumbai,Tier3,IT,Networking,No,Yes,5.93,6.61,5.94,6.23,6.22,5.94,5.86,6.03,6.07,60.5,0,1,1,0,0,48.7,2.7,56.4,41.7,0,Low,Below-Average
1045,Male,Hyderabad,Tier1,Civil,AI,Yes,No,8.48,8.3,7.72,8.74,8.18,8.39,8.64,8.24,8.33,83.5,2,3,3,4,1,82.8,4.4,82.7,82.7,0,High,High-Achiever
1046,Male,Delhi,Tier2,Mechanical,DataScience,No,No,7.76,7.62,8.41,7.79,8.06,7.35,7.51,7.52,7.75,72.9,2,2,1,3,1,53.3,3.9,60.9,62.7,1,Mid,Average
1047,Female,Kochi,Tier1,Mechanical,Embedded,No,No,9.14,8.95,9.09,9.22,8.32,9.12,9.21,9.2,8.84,86.5,3,4,2,2,2,74.7,4.3,74.2,73.6,0,High,High-Achiever
1048,Female,Mumbai,Tier3,Mechanical,Networking,No,No,7.0,6.98,7.43,6.82,6.74,6.92,6.79,6.87,6.88,53.0,1,1,1,2,0,41.5,3.3,43.0,46.7,0,Mid,Below-Average
1049,Male,Bangalore,Tier3,IT,AI,No,No,4.39,4.18,4.7,4.18,4.37,4.0,4.21,4.36,4.42,64.3,1,2,1,1,1,46.1,2.5,30.5,50.7,0,Low,Below-Average
1050,Female,Chennai,Tier1,IT,Embedded,Yes,No,8.26,8.43,8.99,8.12,8.35,8.3,8.32,8.1,8.37,89.2,2,3,3,3,2,75.4,4.6,90.3,79.5,0,High,High-Achiever
1051,Female,Chennai,Tier3,Civil,AI,Yes,Yes,5.54,4.99,5.25,5.07,4.76,5.4,6.2,4.92,5.18,44.1,1,1,1,0,0,54.4,3.4,69.3,35.2,1,Low,Below-Average
1052,Male,Pune,Tier1,CS,AI,No,No,7.63,8.28,7.89,8.43,8.01,7.72,7.26,7.71,7.51,79.7,2,4,2,4,0,70.4,4.5,85.4,74.8,1,Mid,High-Achiever
1053,Male,Bangalore,Tier1,Mechanical,DataScience,No,No,8.82,8.89,8.76,8.99,8.31,8.76,9.2,9.41,9.03,90.1,3,4,2,4,2,70.5,4.3,77.6,74.8,1,High,High-Achiever
1054,Female,Ahmedabad,Tier1,EE,Embedded,No,No,8.28,8.28,8.27,8.16,7.91,8.14,8.79,8.07,8.36,83.9,1,5,4,4,1,78.0,4.5,64.3,72.1,0,High,High-Achiever
1055,Female,Pune,Tier1,CS,Embedded,Yes,Yes,8.58,8.28,9.08,8.51,8.44,9.02,8.98,8.58,8.87,89.5,2,4,2,4,2,78.9,3.8,70.2,80.2,0,High,High-Achiever
1056,Male,Kochi,Tier3,Civil,Embedded,Yes,Yes,6.98,7.13,7.52,6.84,7.01,7.26,6.76,6.61,7.15,67.8,0,1,0,1,0,34.9,2.9,57.5,48.2,0,Mid,Below-Average
1057,Female,Hyderabad,Tier2,Civil,DataScience,No,No,5.47,5.67,5.95,5.52,5.78,5.84,5.79,5.85,5.72,58.6,2,3,2,5,0,53.9,3.4,76.8,66.8,0,Low,Specialist
1058,Male,Bangalore,Tier1,EE,AI,No,No,8.25,8.55,7.28,8.36,7.79,8.25,7.86,8.53,8.29,80.9,3,4,2,4,2,77.6,3.7,79.4,72.0,1,High,High-Achiever
1059,Female,Hyderabad,Tier2,Civil,Embedded,Yes,No,6.97,6.67,7.06,5.9,7.37,6.97,8.23,7.17,7.07,88.4,0,3,1,2,0,61.9,3.7,65.9,57.4,0,Mid,Average
1060,Male,Delhi,Tier3,IT,Embedded,No,Yes,5.64,5.92,5.96,5.87,6.46,5.88,5.67,6.22,6.19,63.5,1,2,1,0,0,49.4,2.1,56.8,59.5,1,Low,Below-Average
1061,Male,Chennai,Tier2,Civil,DataScience,No,Yes,6.03,5.66,5.74,5.56,5.47,6.09,4.95,5.63,5.55,66.2,1,1,1,1,2,53.4,2.9,83.4,53.0,1,Low,Specialist
1062,Male,Chennai,Tier2,EE,AI,No,No,6.74,6.85,6.59,6.26,6.89,6.47,6.1,6.54,6.62,67.5,2,0,1,1,1,76.8,3.5,56.4,62.2,0,Mid,Average
1063,Female,Pune,Tier1,EE,Networking,Yes,No,9.89,8.27,9.22,8.83,9.0,9.08,8.46,8.39,9.03,85.4,3,5,4,2,2,82.9,3.9,82.5,76.8,0,High,High-Achiever
1064,Male,Delhi,Tier2,EE,DataScience,No,No,7.39,6.94,6.93,7.68,7.61,7.17,7.33,6.82,7.23,65.5,2,2,0,3,2,58.5,3.5,54.4,71.1,1,Mid,Average
1065,Male,Jaipur,Tier2,Civil,AI,No,No,5.66,5.83,5.58,5.84,5.69,5.23,6.41,6.32,5.77,82.1,1,2,1,2,1,65.8,3.5,54.8,71.4,1,Low,Average
1066,Male,Ahmedabad,Tier2,Mechanical,Embedded,No,Yes,4.73,4.6,4.46,4.74,5.41,4.56,4.18,5.37,5.02,63.0,0,3,0,1,1,61.2,2.6,88.3,68.4,1,Low,Specialist
1067,Male,Mumbai,Tier2,Mechanical,Embedded,No,No,8.04,7.16,8.24,8.16,7.96,7.72,8.18,8.01,7.9,83.7,1,4,2,2,0,74.7,3.8,61.7,62.2,1,Mid,Average
1068,Female,Delhi,Tier3,ECE,DataScience,Yes,Yes,5.95,6.25,5.78,5.2,5.36,6.29,5.95,5.85,5.78,56.0,1,2,0,1,0,42.6,2.3,63.3,35.3,0,Low,Below-Average
1069,Male,Hyderabad,Tier1,Civil,Networking,Yes,No,8.22,8.83,8.1,8.09,7.8,8.3,7.92,8.21,8.12,82.8,2,4,3,4,0,84.6,5.0,85.1,91.5,0,High,High-Achiever
1070,Male,Kolkata,Tier2,Mechanical,DataScience,No,No,6.78,6.93,7.2,6.74,6.65,6.67,6.96,6.78,6.9,71.6,2,1,1,1,1,65.3,3.4,70.4,68.9,0,Mid,Average
1071,Female,Pune,Tier3,ECE,Networking,Yes,Yes,5.14,5.79,5.45,5.8,5.82,4.81,5.97,4.95,5.51,40.0,0,0,2,1,0,61.4,2.1,31.3,39.4,1,Low,Below-Average
1072,Female,Kochi,Tier2,IT,Networking,No,No,7.57,7.08,7.04,7.44,6.86,7.03,7.52,7.8,7.44,74.0,1,0,1,2,1,75.3,3.0,64.7,73.4,1,Mid,Average
1073,Female,Bangalore,Tier2,Mechanical,Networking,No,No,6.52,5.74,6.39,5.84,6.43,5.86,5.69,5.87,6.19,73.6,0,3,0,1,0,66.6,4.1,53.5,57.7,0,Low,Average
1074,Male,Pune,Tier2,CS,Networking,Yes,No,4.97,5.79,4.75,4.96,5.26,5.49,5.61,4.78,5.33,77.4,1,4,1,3,1,57.4,2.9,88.2,71.9,0,Low,Specialist
1075,Female,Hyderabad,Tier3,Civil,AI,Yes,Yes,5.68,5.73,5.19,6.19,5.9,5.14,5.86,5.72,5.69,41.1,1,2,1,1,0,52.6,2.0,48.9,58.8,0,Low,Below-Average
1076,Female,Chennai,Tier2,Mechanical,DataScience,No,No,6.92,6.33,6.79,6.82,6.72,6.84,6.65,7.42,6.94,84.3,0,3,0,1,1,63.6,3.9,60.4,54.6,1,Mid,Average
1077,Male,Chennai,Tier2,EE,Embedded,No,No,7.09,7.24,7.18,7.71,7.44,7.07,7.56,7.69,7.34,81.6,1,2,1,2,1,78.4,3.3,81.7,66.7,0,Mid,Average
1078,Female,Mumbai,Tier2,Civil,Embedded,Yes,Yes,5.97,6.53,6.34,6.15,6.12,6.49,5.29,6.31,6.26,85.0,0,1,1,2,0,65.6,3.8,72.9,68.3,0,Low,Average
1079,Female,Kolkata,Tier2,IT,AI,No,No,6.83,7.2,6.94,7.39,7.86,7.23,7.36,7.46,7.21,74.6,1,1,3,2,0,61.8,4.0,70.6,82.9,1,Mid,Average
1080,Female,Pune,Tier2,Civil,DataScience,Yes,No,7.68,8.42,8.16,7.54,7.38,7.27,7.99,8.32,7.65,83.1,2,2,2,1,1,61.3,3.6,66.9,56.1,0,Mid,Average
1081,Male,Kochi,Tier1,CS,Networking,Yes,No,8.93,9.51,8.14,8.8,9.04,8.21,8.35,9.08,8.74,80.6,1,3,2,4,0,72.7,5.0,94.3,88.0,1,High,High-Achiever
1082,Male,Mumbai,Tier2,Mechanical,DataScience,No,Yes,6.56,5.95,6.14,6.11,6.31,6.09,5.78,6.16,6.11,76.4,1,4,2,4,0,65.6,2.0,73.5,55.2,1,Low,Specialist
1083,Male,Chennai,Tier2,IT,Embedded,Yes,Yes,5.6,6.06,5.89,5.64,6.18,5.86,6.25,5.33,5.92,63.1,3,1,0,1,1,51.8,2.6,96.0,40.1,0,Low,Specialist
1084,Male,Pune,Tier3,Mechanical,Networking,Yes,No,4.89,4.7,5.09,5.35,4.81,4.86,5.42,5.33,4.92,43.5,1,1,0,1,0,57.9,2.6,32.1,42.8,1,Low,Below-Average
1085,Female,Pune,Tier2,ECE,Embedded,No,Yes,5.23,5.88,5.69,5.48,6.79,6.73,6.32,5.33,5.94,59.9,1,1,2,1,0,47.1,4.8,80.5,55.0,1,Low,Specialist
1086,Male,Hyderabad,Tier3,ECE,Embedded,Yes,Yes,6.43,5.71,6.41,6.48,6.96,5.77,6.31,6.0,6.38,60.1,1,1,1,2,0,49.1,3.9,47.6,33.4,0,Low,Below-Average
1087,Male,Mumbai,Tier3,IT,Embedded,Yes,Yes,5.55,5.42,5.06,5.1,5.37,5.47,5.22,4.99,5.42,51.8,0,1,0,2,0,58.4,3.6,54.3,47.1,0,Low,Below-Average
1088,Female,Delhi,Tier3,Civil,AI,No,Yes,5.5,5.93,5.08,5.0,4.93,5.26,4.7,4.29,4.88,63.8,0,1,1,1,0,28.6,2.3,30.5,53.6,0,Low,Below-Average
1089,Female,Pune,Tier2,EE,Embedded,No,No,6.08,7.29,6.2,6.81,6.05,6.66,6.21,7.16,6.7,60.5,1,1,2,1,1,81.1,3.2,55.4,63.9,1,Mid,Average
1090,Female,Jaipur,Tier2,ECE,AI,No,No,6.87,7.48,7.5,6.92,7.47,7.12,7.3,7.38,7.12,58.0,2,2,1,1,0,61.6,3.1,60.9,57.7,1,Mid,Average
1091,Male,Mumbai,Tier1,IT,AI,No,No,8.1,7.43,8.57,8.28,8.05,8.32,8.3,8.39,8.31,94.9,3,3,3,4,0,80.8,3.9,80.7,77.0,0,High,High-Achiever
1092,Female,Mumbai,Tier2,Mechanical,Embedded,Yes,No,6.95,6.51,6.91,7.2,7.48,7.44,7.64,7.78,7.29,82.2,1,2,2,1,0,69.6,4.2,67.7,62.0,1,Mid,Average
1093,Male,Kolkata,Tier1,IT,AI,No,No,8.7,9.03,8.53,8.25,8.26,8.71,8.65,8.61,8.76,82.8,2,5,3,2,2,84.4,4.1,100.0,79.5,0,High,High-Achiever
1094,Female,Delhi,Tier1,EE,AI,Yes,No,8.95,9.42,8.76,8.73,9.02,8.77,8.91,9.35,8.94,88.0,2,4,4,3,0,81.6,4.2,84.9,85.8,0,High,High-Achiever
1095,Male,Jaipur,Tier2,ECE,Networking,Yes,No,7.24,8.4,7.52,7.74,8.61,7.52,8.34,7.24,7.85,83.2,1,2,2,2,1,73.0,3.9,53.4,64.2,1,Mid,Average
1096,Male,Ahmedabad,Tier2,Civil,Networking,Yes,No,7.39,7.71,7.88,7.75,7.67,7.62,7.86,7.36,7.6,78.4,1,2,3,2,1,69.2,2.7,48.3,50.8,0,Mid,Average
1097,Male,Bangalore,Tier1,IT,Networking,Yes,No,7.57,8.46,8.18,7.38,7.71,7.96,8.07,7.42,8.03,88.7,2,3,2,3,1,90.6,4.2,79.7,74.1,1,High,High-Achiever
1098,Male,Bangalore,Tier3,Mechanical,Networking,No,Yes,5.58,5.11,4.97,4.86,4.85,4.24,5.18,4.3,4.87,71.0,1,1,0,1,0,52.7,2.1,32.6,45.7,1,Low,Below-Average
1099,Male,Chennai,Tier3,IT,AI,No,Yes,5.38,5.94,4.94,5.2,5.31,5.24,5.1,5.69,5.45,52.7,0,3,1,0,0,65.7,2.6,46.7,55.2,1,Low,Below-Average
1100,Male,Delhi,Tier1,IT,Embedded,No,No,7.64,7.45,8.12,8.03,8.11,8.4,7.72,7.6,8.27,88.2,2,3,2,4,1,85.4,4.0,85.2,87.1,0,High,High-Achiever
1101,Male,Delhi,Tier1,EE,Embedded,Yes,No,7.63,7.65,7.65,8.51,7.84,8.2,8.32,7.55,7.93,87.9,3,4,4,3,0,69.2,3.9,78.8,90.4,0,Mid,High-Achiever
1102,Male,Chennai,Tier2,Civil,Embedded,No,No,6.63,7.42,6.68,6.91,6.96,7.39,6.82,6.0,6.73,72.8,2,1,1,2,0,85.9,3.6,77.9,63.0,0,Mid,Average
1103,Male,Kochi,Tier3,ECE,AI,Yes,Yes,5.74,5.34,5.06,4.7,4.76,5.45,4.92,5.28,5.17,56.1,1,0,1,2,0,42.8,2.9,34.6,51.6,1,Low,Below-Average
1104,Female,Kochi,Tier3,IT,DataScience,No,No,4.71,5.05,5.66,5.07,4.75,5.31,5.06,5.32,5.03,60.7,0,0,1,1,1,61.5,2.7,40.8,29.5,0,Low,Below-Average
1105,Female,Kolkata,Tier1,Civil,DataScience,No,No,8.16,7.93,8.14,8.43,8.49,8.13,8.31,8.21,8.34,88.2,2,5,3,2,1,80.2,4.3,86.5,81.0,0,High,High-Achiever
1106,Female,Jaipur,Tier3,IT,Embedded,No,Yes,6.34,6.54,6.27,6.57,6.46,6.75,5.71,6.25,6.32,49.5,0,1,1,0,0,57.5,2.3,50.9,33.2,0,Low,Below-Average
1107,Male,Mumbai,Tier1,IT,DataScience,Yes,No,9.19,8.92,8.6,8.51,8.51,8.53,8.31,7.76,8.6,92.0,2,5,3,1,2,75.9,4.5,90.9,77.6,1,High,High-Achiever
1108,Female,Hyderabad,Tier2,ECE,Networking,No,No,7.66,8.36,8.47,7.89,8.46,8.08,8.64,8.79,8.48,67.2,0,2,2,2,0,70.0,3.4,63.9,86.2,1,High,Average
1109,Female,Pune,Tier2,Mechanical,AI,Yes,Yes,6.3,5.85,6.29,6.42,6.22,6.33,6.21,5.61,6.14,68.0,2,0,2,2,1,57.5,2.9,93.4,58.6,1,Low,Specialist
1110,Male,Delhi,Tier1,ECE,Embedded,No,Yes,7.89,8.2,8.44,8.58,8.4,8.45,8.18,8.9,8.35,86.5,3,3,3,2,1,89.5,3.9,77.3,72.0,0,High,High-Achiever
1111,Male,Delhi,Tier1,Civil,Embedded,Yes,No,9.0,8.39,8.65,8.34,8.2,8.24,9.05,8.42,8.5,89.8,3,4,2,2,2,82.6,4.1,88.4,80.9,1,High,High-Achiever
1112,Male,Hyderabad,Tier2,Mechanical,DataScience,No,No,6.88,6.66,7.36,7.51,7.05,7.14,7.37,6.72,7.15,58.0,2,2,3,3,1,72.5,4.4,68.1,57.9,1,Mid,Average
1113,Male,Ahmedabad,Tier2,Mechanical,AI,No,Yes,7.57,7.6,7.68,7.64,7.33,6.92,6.86,7.06,7.26,82.1,1,2,1,3,0,47.7,3.5,73.6,54.3,0,Mid,Average
1114,Male,Delhi,Tier2,ECE,Embedded,No,Yes,7.34,7.56,7.77,7.4,7.79,7.92,7.14,7.5,7.66,63.9,1,2,3,1,1,59.1,2.4,71.7,80.2,0,Mid,Specialist
1115,Male,Mumbai,Tier2,Mechanical,AI,Yes,Yes,5.43,5.51,5.42,5.68,5.57,5.21,5.78,4.68,5.32,81.0,2,3,2,2,0,64.1,3.8,77.7,67.8,1,Low,Specialist
